Group	Ontology	Term	Annotation	Annotated	Significant	Expected	P_val
Unique	GO:biological_process	GO:0010383	cell wall polysaccharide metabolic proce...	1	1	0	0.00109
Unique	GO:biological_process	GO:0010410	hemicellulose metabolic process	1	1	0	0.00109
Unique	GO:biological_process	GO:0015796	galactitol transport	1	1	0	0.00109
Unique	GO:biological_process	GO:0016137	glycoside metabolic process	1	1	0	0.00109
Unique	GO:biological_process	GO:0016139	glycoside catabolic process	1	1	0	0.00109
Unique	GO:biological_process	GO:0019389	glucuronoside metabolic process	1	1	0	0.00109
Unique	GO:biological_process	GO:0019391	glucuronoside catabolic process	1	1	0	0.00109
Unique	GO:biological_process	GO:0030153	bacteriocin immunity	1	1	0	0.00109
Unique	GO:biological_process	GO:0045491	xylan metabolic process	1	1	0	0.00109
Unique	GO:biological_process	GO:0045493	xylan catabolic process	1	1	0	0.00109
Unique	GO:biological_process	GO:0051291	protein heterooligomerization	1	1	0	0.00109
Unique	GO:biological_process	GO:0051476	mannosylglycerate transport	1	1	0	0.00109
Unique	GO:biological_process	GO:0006089	lactate metabolic process	714	5	0.78	0.00119
Unique	GO:biological_process	GO:0009438	methylglyoxal metabolic process	729	5	0.8	0.00131
Unique	GO:biological_process	GO:0042182	ketone catabolic process	729	5	0.8	0.00131
Unique	GO:biological_process	GO:0006979	response to oxidative stress	4526	13	4.94	0.00148
Unique	GO:biological_process	GO:0043900	regulation of multi-organism process	450	4	0.49	0.00158
Unique	GO:biological_process	GO:1900190	regulation of single-species biofilm for...	450	4	0.49	0.00158
Unique	GO:biological_process	GO:0097659	nucleic acid-templated transcription	12246	25	13.38	0.00175
Unique	GO:biological_process	GO:0043087	regulation of GTPase activity	222	3	0.24	0.00193
Unique	GO:biological_process	GO:1903509	liposaccharide metabolic process	2575	9	2.81	0.00222
Unique	GO:biological_process	GO:0044764	multi-organism cellular process	2106	8	2.3	0.00234
Unique	GO:biological_process	GO:0032774	RNA biosynthetic process	12537	25	13.7	0.0024
Unique	GO:biological_process	GO:0044403	symbiont process	840	5	0.92	0.00242
Unique	GO:biological_process	GO:0051253	negative regulation of RNA metabolic pro...	4803	13	5.25	0.00248
Unique	GO:biological_process	GO:0046185	aldehyde catabolic process	846	5	0.92	0.00249
Unique	GO:biological_process	GO:0008219	cell death	541	4	0.59	0.00307
Unique	GO:biological_process	GO:0030308	negative regulation of cell growth	77	2	0.08	0.00329
Unique	GO:biological_process	GO:0031589	cell-substrate adhesion	277	3	0.3	0.0036
Unique	GO:biological_process	GO:0044262	cellular carbohydrate metabolic process	6242	15	6.82	0.00362
Unique	GO:biological_process	GO:0005977	glycogen metabolic process	584	4	0.64	0.00403
Unique	GO:biological_process	GO:0006112	energy reserve metabolic process	584	4	0.64	0.00403
Unique	GO:biological_process	GO:0044409	entry into host	293	3	0.32	0.00421
Unique	GO:biological_process	GO:0051828	entry into other organism involved in sy...	293	3	0.32	0.00421
Unique	GO:biological_process	GO:0045934	negative regulation of nucleobase-contai...	5166	13	5.64	0.00457
Unique	GO:biological_process	GO:0045892	negative regulation of transcription, DN...	4583	12	5.01	0.00469
Unique	GO:biological_process	GO:1902679	negative regulation of RNA biosynthetic ...	4583	12	5.01	0.00469
Unique	GO:biological_process	GO:1903507	negative regulation of nucleic acid-temp...	4583	12	5.01	0.00469
Unique	GO:biological_process	GO:0048523	negative regulation of cellular process	7796	17	8.52	0.00525
Unique	GO:biological_process	GO:0006355	regulation of transcription, DNA-templat...	9898	20	10.81	0.00579
Unique	GO:biological_process	GO:0019045	latent virus replication	103	2	0.11	0.00579
Unique	GO:biological_process	GO:0019046	release from viral latency	103	2	0.11	0.00579
Unique	GO:biological_process	GO:0032359	provirus excision	103	2	0.11	0.00579
Unique	GO:biological_process	GO:0000305	response to oxygen radical	329	3	0.36	0.0058
Unique	GO:biological_process	GO:0048519	negative regulation of biological proces...	8602	18	9.4	0.00622
Unique	GO:biological_process	GO:0019042	viral latency	107	2	0.12	0.00624
Unique	GO:biological_process	GO:0044419	interspecies interaction between organis...	1057	5	1.15	0.00634
Unique	GO:biological_process	GO:0005978	glycogen biosynthetic process	366	3	0.4	0.00776
Unique	GO:biological_process	GO:0034654	nucleobase-containing compound biosynthe...	21385	35	23.36	0.00834
Unique	GO:biological_process	GO:0046685	response to arsenic-containing substance	135	2	0.15	0.00975
Unique	GO:biological_process	GO:0051252	regulation of RNA metabolic process	11139	21	12.17	0.01004
Unique	GO:biological_process	GO:0090502	RNA phosphodiester bond hydrolysis, endo...	405	3	0.44	0.0102
Unique	GO:biological_process	GO:0006797	polyphosphate metabolic process	147	2	0.16	0.01147
Unique	GO:biological_process	GO:0045926	negative regulation of growth	150	2	0.16	0.01192
Unique	GO:biological_process	GO:1903506	regulation of nucleic acid-templated tra...	10627	20	11.61	0.01215
Unique	GO:biological_process	GO:2001141	regulation of RNA biosynthetic process	10627	20	11.61	0.01215
Unique	GO:biological_process	GO:0000098	sulfur amino acid catabolic process	153	2	0.17	0.01238
Unique	GO:biological_process	GO:0009093	cysteine catabolic process	153	2	0.17	0.01238
Unique	GO:biological_process	GO:0044010	single-species biofilm formation	1249	5	1.36	0.01241
Unique	GO:biological_process	GO:0043200	response to amino acid	155	2	0.17	0.01268
Unique	GO:biological_process	GO:0051701	interaction with host	444	3	0.49	0.01304
Unique	GO:biological_process	GO:0009405	pathogenesis	445	3	0.49	0.01312
Unique	GO:biological_process	GO:0010629	negative regulation of gene expression	6631	14	7.24	0.01427
Unique	GO:biological_process	GO:0010605	negative regulation of macromolecule met...	7359	15	8.04	0.01518
Unique	GO:biological_process	GO:0043150	DNA synthesis involved in double-strand ...	14	1	0.02	0.01519
Unique	GO:biological_process	GO:0034198	cellular response to amino acid starvati...	181	2	0.2	0.017
Unique	GO:biological_process	GO:1990928	response to amino acid starvation	181	2	0.2	0.017
Unique	GO:biological_process	GO:0009892	negative regulation of metabolic process	7505	15	8.2	0.01781
Unique	GO:biological_process	GO:0051172	negative regulation of nitrogen compound...	6845	14	7.48	0.01826
Unique	GO:biological_process	GO:0012501	programmed cell death	519	3	0.57	0.01966
Unique	GO:biological_process	GO:0001101	response to acid chemical	534	3	0.58	0.02117
Unique	GO:biological_process	GO:0031324	negative regulation of cellular metaboli...	6990	14	7.64	0.02141
Unique	GO:biological_process	GO:0010558	negative regulation of macromolecule bio...	6334	13	6.92	0.02202
Unique	GO:biological_process	GO:2000113	negative regulation of cellular macromol...	6334	13	6.92	0.02202
Unique	GO:biological_process	GO:0006402	mRNA catabolic process	552	3	0.6	0.02306
Unique	GO:biological_process	GO:0009890	negative regulation of biosynthetic proc...	6407	13	7	0.0239
Unique	GO:biological_process	GO:0031327	negative regulation of cellular biosynth...	6407	13	7	0.0239
Unique	GO:biological_process	GO:0019219	regulation of nucleobase-containing comp...	12154	21	13.28	0.02429
Unique	GO:biological_process	GO:0006144	purine nucleobase metabolic process	220	2	0.24	0.02445
Unique	GO:biological_process	GO:0010468	regulation of gene expression	12930	22	14.12	0.02482
Unique	GO:biological_process	GO:1901617	organic hydroxy compound biosynthetic pr...	1511	5	1.65	0.02575
Unique	GO:biological_process	GO:0001558	regulation of cell growth	234	2	0.26	0.0274
Unique	GO:biological_process	GO:0006259	DNA metabolic process	8646	16	9.44	0.02755
Unique	GO:biological_process	GO:2000112	regulation of cellular macromolecule bio...	12339	21	13.48	0.02806
Unique	GO:biological_process	GO:0009244	lipopolysaccharide core region biosynthe...	1057	4	1.15	0.02932
Unique	GO:biological_process	GO:0046401	lipopolysaccharide core region metabolic...	1057	4	1.15	0.02932
Unique	GO:biological_process	GO:0015074	DNA integration	246	2	0.27	0.03003
Unique	GO:biological_process	GO:0019043	establishment of viral latency	28	1	0.03	0.03014
Unique	GO:biological_process	GO:0075713	establishment of integrated proviral lat...	28	1	0.03	0.03014
Unique	GO:biological_process	GO:0006073	cellular glucan metabolic process	1083	4	1.18	0.03164
Unique	GO:biological_process	GO:0009059	macromolecule biosynthetic process	28447	41	31.07	0.03208
Unique	GO:biological_process	GO:0090605	submerged biofilm formation	640	3	0.7	0.03359
Unique	GO:biological_process	GO:0034645	cellular macromolecule biosynthetic proc...	27758	40	30.32	0.03443
Unique	GO:biological_process	GO:0010243	response to organonitrogen compound	664	3	0.73	0.03682
Unique	GO:biological_process	GO:0044042	glucan metabolic process	1155	4	1.26	0.0386
Unique	GO:biological_process	GO:0071897	DNA biosynthetic process	684	3	0.75	0.03964
Unique	GO:biological_process	GO:0009204	deoxyribonucleoside triphosphate catabol...	294	2	0.32	0.0415
Unique	GO:biological_process	GO:0046386	deoxyribose phosphate catabolic process	294	2	0.32	0.0415
Unique	GO:biological_process	GO:0042594	response to starvation	1727	5	1.89	0.04186
Unique	GO:biological_process	GO:0000303	response to superoxide	296	2	0.32	0.04201
Unique	GO:biological_process	GO:0016049	cell growth	307	2	0.34	0.04485
Unique	GO:biological_process	GO:0040008	regulation of growth	307	2	0.34	0.04485
Unique	GO:biological_process	GO:0009250	glucan biosynthetic process	728	3	0.8	0.0462
Unique	GO:biological_process	GO:0051336	regulation of hydrolase activity	1242	4	1.36	0.04809
Unique	GO:biological_process	GO:0050794	regulation of cellular process	20231	30	22.1	0.04853
Unique	GO:biological_process	GO:0060255	regulation of macromolecule metabolic pr...	15477	24	16.91	0.04956
Unique	GO:biological_process	GO:0010556	regulation of macromolecule biosynthetic...	13141	21	14.35	0.04978
Unique	GO:cellular_component	GO:0030312	external encapsulating structure	4535	18	3.55	1.5E-08
Unique	GO:cellular_component	GO:0009279	cell outer membrane	4089	15	3.2	7.1E-07
Unique	GO:cellular_component	GO:0044462	external encapsulating structure part	4089	15	3.2	7.1E-07
Unique	GO:cellular_component	GO:0019867	outer membrane	4380	15	3.43	1.7E-06
Unique	GO:cellular_component	GO:0018995	host	10	2	0.01	2.7E-05
Unique	GO:cellular_component	GO:0033643	host cell part	10	2	0.01	2.7E-05
Unique	GO:cellular_component	GO:0043657	host cell	10	2	0.01	2.7E-05
Unique	GO:cellular_component	GO:0044215	other organism	10	2	0.01	2.7E-05
Unique	GO:cellular_component	GO:0044216	other organism cell	10	2	0.01	2.7E-05
Unique	GO:cellular_component	GO:0044217	other organism part	10	2	0.01	2.7E-05
Unique	GO:cellular_component	GO:0019012	virion	25	2	0.02	0.00018
Unique	GO:cellular_component	GO:0019015	viral genome	25	2	0.02	0.00018
Unique	GO:cellular_component	GO:0019038	provirus	25	2	0.02	0.00018
Unique	GO:cellular_component	GO:0044423	virion part	25	2	0.02	0.00018
Unique	GO:cellular_component	GO:0009289	pilus	441	4	0.35	0.00042
Unique	GO:cellular_component	GO:0032993	protein-DNA complex	2317	7	1.81	0.00236
Unique	GO:cellular_component	GO:0005618	cell wall	446	3	0.35	0.00532
Unique	GO:cellular_component	GO:0033644	host cell membrane	7	1	0.01	0.00547
Unique	GO:cellular_component	GO:0044218	other organism cell membrane	7	1	0.01	0.00547
Unique	GO:cellular_component	GO:0044279	other organism membrane	7	1	0.01	0.00547
Unique	GO:cellular_component	GO:0061695	transferase complex, transferring phosph...	1326	4	1.04	0.02067
Unique	GO:cellular_component	GO:0030313	cell envelope	10814	15	8.46	0.02103
Unique	GO:cellular_component	GO:0031975	envelope	10814	15	8.46	0.02103
Unique	GO:cellular_component	GO:0042995	cell projection	1455	4	1.14	0.0278
Unique	GO:molecular_function	GO:0016758	transferase activity, transferring hexos...	985	11	0.86	1.3E-09
Unique	GO:molecular_function	GO:0004803	transposase activity	26	4	0.02	8.1E-09
Unique	GO:molecular_function	GO:0015473	fimbrial usher porin activity	319	7	0.28	1.6E-08
Unique	GO:molecular_function	GO:0003677	DNA binding	10870	29	9.49	3.9E-08
Unique	GO:molecular_function	GO:0008092	cytoskeletal protein binding	11	3	0.01	1.1E-07
Unique	GO:molecular_function	GO:0016757	transferase activity, transferring glyco...	3233	15	2.82	1.6E-07
Unique	GO:molecular_function	GO:0008378	galactosyltransferase activity	2	2	0	7.5E-07
Unique	GO:molecular_function	GO:0008921	lipopolysaccharide-1,6-galactosyltransfe...	2	2	0	7.5E-07
Unique	GO:molecular_function	GO:0016262	protein N-acetylglucosaminyltransferase ...	2	2	0	7.5E-07
Unique	GO:molecular_function	GO:0033971	hydroxyisourate hydrolase activity	2	2	0	7.5E-07
Unique	GO:molecular_function	GO:0035250	UDP-galactosyltransferase activity	2	2	0	7.5E-07
Unique	GO:molecular_function	GO:0050568	protein-glutamine glutaminase activity	2	2	0	7.5E-07
Unique	GO:molecular_function	GO:0002953	5'-deoxynucleotidase activity	80	4	0.07	8.3E-07
Unique	GO:molecular_function	GO:0015288	porin activity	611	7	0.53	1.3E-06
Unique	GO:molecular_function	GO:0022829	wide pore channel activity	611	7	0.53	1.3E-06
Unique	GO:molecular_function	GO:0000405	bubble DNA binding	4	2	0	4.5E-06
Unique	GO:molecular_function	GO:0008794	arsenate reductase (glutaredoxin) activi...	4	2	0	4.5E-06
Unique	GO:molecular_function	GO:0030614	oxidoreductase activity, acting on phosp...	4	2	0	4.5E-06
Unique	GO:molecular_function	GO:0019172	glyoxalase III activity	281	5	0.25	5.4E-06
Unique	GO:molecular_function	GO:0140097	catalytic activity, acting on DNA	4550	14	3.97	4.5E-05
Unique	GO:molecular_function	GO:0008194	UDP-glycosyltransferase activity	233	4	0.2	5.6E-05
Unique	GO:molecular_function	GO:0003676	nucleic acid binding	16362	29	14.28	0.00013
Unique	GO:molecular_function	GO:0015267	channel activity	1375	7	1.2	0.00022
Unique	GO:molecular_function	GO:0022803	passive transmembrane transporter activi...	1375	7	1.2	0.00022
Unique	GO:molecular_function	GO:0016812	hydrolase activity, acting on carbon-nit...	147	3	0.13	0.00031
Unique	GO:molecular_function	GO:0001217	bacterial-type RNA polymerase transcript...	1502	7	1.31	0.00037
Unique	GO:molecular_function	GO:0043565	sequence-specific DNA binding	5063	13	4.42	0.00049
Unique	GO:molecular_function	GO:0050897	cobalt ion binding	444	4	0.39	0.00065
Unique	GO:molecular_function	GO:0001968	fibronectin binding	1	1	0	0.00087
Unique	GO:molecular_function	GO:0004566	beta-glucuronidase activity	1	1	0	0.00087
Unique	GO:molecular_function	GO:0004655	porphobilinogen synthase activity	1	1	0	0.00087
Unique	GO:molecular_function	GO:0005518	collagen binding	1	1	0	0.00087
Unique	GO:molecular_function	GO:0009045	xylose isomerase activity	1	1	0	0.00087
Unique	GO:molecular_function	GO:0031176	endo-1,4-beta-xylanase activity	1	1	0	0.00087
Unique	GO:molecular_function	GO:0035375	zymogen binding	1	1	0	0.00087
Unique	GO:molecular_function	GO:0043236	laminin binding	1	1	0	0.00087
Unique	GO:molecular_function	GO:0050840	extracellular matrix binding	1	1	0	0.00087
Unique	GO:molecular_function	GO:0090581	protein-phosphocysteine-mannosylglycerat...	1	1	0	0.00087
Unique	GO:molecular_function	GO:0090584	protein-phosphocysteine-galactitol-phosp...	1	1	0	0.00087
Unique	GO:molecular_function	GO:0097351	toxin-antitoxin pair type II binding	1	1	0	0.00087
Unique	GO:molecular_function	GO:0097599	xylanase activity	1	1	0	0.00087
Unique	GO:molecular_function	GO:0003697	single-stranded DNA binding	1004	5	0.88	0.00195
Unique	GO:molecular_function	GO:0008375	acetylglucosaminyltransferase activity	75	2	0.07	0.00201
Unique	GO:molecular_function	GO:0090582	protein-phosphocysteine-D-fructose-phosp...	75	2	0.07	0.00201
Unique	GO:molecular_function	GO:0030613	oxidoreductase activity, acting on phosp...	76	2	0.07	0.00206
Unique	GO:molecular_function	GO:0030611	arsenate reductase activity	77	2	0.07	0.00212
Unique	GO:molecular_function	GO:0004448	isocitrate dehydrogenase activity	80	2	0.07	0.00228
Unique	GO:molecular_function	GO:0004450	isocitrate dehydrogenase (NADP+) activit...	80	2	0.07	0.00228
Unique	GO:molecular_function	GO:0008201	heparin binding	3	1	0	0.00262
Unique	GO:molecular_function	GO:0008905	mannose-phosphate guanylyltransferase ac...	86	2	0.08	0.00263
Unique	GO:molecular_function	GO:0008928	mannose-1-phosphate guanylyltransferase ...	86	2	0.08	0.00263
Unique	GO:molecular_function	GO:0004615	phosphomannomutase activity	87	2	0.08	0.00269
Unique	GO:molecular_function	GO:0004519	endonuclease activity	1675	6	1.46	0.00363
Unique	GO:molecular_function	GO:0003690	double-stranded DNA binding	4270	10	3.73	0.00428
Unique	GO:molecular_function	GO:0004521	endoribonuclease activity	405	3	0.35	0.00551
Unique	GO:molecular_function	GO:0005537	mannose binding	7	1	0.01	0.00609
Unique	GO:molecular_function	GO:0001130	bacterial-type RNA polymerase transcript...	2479	7	2.16	0.00622
Unique	GO:molecular_function	GO:1990837	sequence-specific double-stranded DNA bi...	3829	9	3.34	0.0065
Unique	GO:molecular_function	GO:0003700	DNA-binding transcription factor activit...	5308	11	4.63	0.00682
Unique	GO:molecular_function	GO:1990238	double-stranded DNA endodeoxyribonucleas...	147	2	0.13	0.00746
Unique	GO:molecular_function	GO:0000217	DNA secondary structure binding	150	2	0.13	0.00775
Unique	GO:molecular_function	GO:0090563	protein-phosphocysteine-sugar phosphotra...	909	4	0.79	0.00849
Unique	GO:molecular_function	GO:0070568	guanylyltransferase activity	159	2	0.14	0.00867
Unique	GO:molecular_function	GO:0016868	intramolecular transferase activity, pho...	541	3	0.47	0.01209
Unique	GO:molecular_function	GO:0016772	transferase activity, transferring phosp...	12563	19	10.96	0.0124
